Case Number,Date,Primary Type,Description,Location Description,Arrest,District,Latitude,Longitude,removal_reason
JD954823,2020-09-09 19:22:12,OTHER OFFENSE,OTHER OFFENSE - DETAIL,  STREET  ,,9,42.02050681546044,-87.53939048509169,duplicate_case_number
JH907144,2020-06-08 07:52:48,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,PARKING LOT/GARAGE,0,22,41.93120547901568,-87.64983184344344,duplicate_case_number
JF325526,2020-03-11 21:52:02,BURGLARY,BURGLARY - DETAIL,GAS STATION,False,6,41.880562350734586,-87.78000072332651,duplicate_case_number
JG858376,2021-03-16 10:06:42,ROBBERY,ROBBERY - DETAIL,ALLEY,True,20,41.8867241167372,-87.5588992686998,duplicate_case_number
JH608515,2020-11-25 00:00:00,BATTERY,BATTERY - DETAIL,  RESIDENCE  ,Y,5,41.86218787931405,-87.75401242371277,duplicate_case_number
JF982141,2023-04-15 00:00:00,ASSAULT,ASSAULT - DETAIL,PARKING LOT/GARAGE,true,22,41.71602145038604,-87.57733266063029,duplicate_case_number
JG473689,2020-02-04 00:00:00,ASSAULT,ASSAULT - DETAIL,"  SCHOOL, PUBLIC, BUILDING  ",N,14,41.86782691331362,-87.66170171367416,duplicate_case_number
JG938841,2023-03-02 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,PARKING LOT/GARAGE,false,24,41.70245144965783,-87.83020675448057,duplicate_case_number
JG268252,2021-03-05 15:01:09,OTHER OFFENSE,OTHER OFFENSE - DETAIL,  GROCERY/FOOD STORE  ,,19,41.67127159327036,-87.56443178257013,duplicate_case_number
JG140949,2020-01-20 20:50:55,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,BANK,True,19,,,duplicate_case_number
JF226633,2021-07-24 00:00:00,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,CTA PLATFORM,Y,9,41.64436152896209,-87.64043240985136,duplicate_case_number
JG167480,2020-05-15 13:45:08,THEFT,THEFT - DETAIL,  STREET  ,False,5,41.77132164010124,-87.53220828026133,duplicate_case_number
JH693347,2022-07-17 17:02:23,OTHER OFFENSE,OTHER OFFENSE - DETAIL,GAS STATION,0,24,41.79711108263101,-87.79910343547992,duplicate_case_number
JG254958,2022-08-11 00:00:00,THEFT,THEFT - DETAIL,RESIDENCE,N,2,41.70014001178312,-87.85701534918779,duplicate_case_number
JG767081,2020-12-12 08:37:22,THEFT,THEFT - DETAIL,PARK,,24,41.75365437146921,-87.92403415594185,duplicate_case_number
JG878498,2022-08-27 17:21:27,NARCOTICS,NARCOTICS - DETAIL,APARTMENT,True,5,,,duplicate_case_number
JE579838,2023-09-24 08:56:48,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,"SCHOOL, PUBLIC, BUILDING",0,7,41.84375915194791,-87.54403075808138,duplicate_case_number
JC326231,2023-01-27 16:55:55,ASSAULT,ASSAULT - DETAIL,SIDEWALK,,11,,,duplicate_case_number
JH851378,2022-06-27 05:28:12,BATTERY,BATTERY - DETAIL,STREET,0,12,,,duplicate_case_number
JH182349,2023-11-12 11:35:57,BATTERY,BATTERY - DETAIL,RESIDENCE,0,24,,,duplicate_case_number
JE793223,2022-06-18 04:50:05,OTHER OFFENSE,OTHER OFFENSE - DETAIL,CTA PLATFORM,0,18,41.64859829937346,-87.56712989641875,duplicate_case_number
JH185855,2021-10-08 02:06:55,THEFT,THEFT - DETAIL,CTA PLATFORM,False,23,41.97118978829923,-87.76770612463292,duplicate_case_number
JD889114,2024-02-27 15:08:26,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,APARTMENT,1,10,41.992081564617045,-87.77776598357721,duplicate_case_number
JG709769,2021-09-16 13:59:20,ASSAULT,ASSAULT - DETAIL,BANK,0,23,42.01722602446244,-87.62790585168668,duplicate_case_number
JE685009,2020-11-18 00:00:00,CRIMINAL TRESPASS,CRIMINAL TRESPASS - DETAIL,RESTAURANT,false,7,41.915611166025386,-87.77821149236529,duplicate_case_number
JH880630,2022-05-11 00:00:00,THEFT,THEFT - DETAIL,  PARK  ,N,25,41.93845174070329,-87.57056724522832,duplicate_case_number
JD184331,2024-07-16 11:37:49,BATTERY,BATTERY - DETAIL,GAS STATION,,2,41.695564207451845,-87.83194146691126,duplicate_case_number
JH363387,2022-01-31 21:21:52,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,RESTAURANT,0,04,,,duplicate_case_number
JH560359,2021-11-13 14:33:04,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,GROCERY/FOOD STORE,,23,41.76443672365272,-87.77830467318007,duplicate_case_number
JH170305,2024-09-19 10:47:39,CRIMINAL TRESPASS,CRIMINAL TRESPASS - DETAIL,ALLEY,,23,,,duplicate_case_number
JH967182,2022-10-13 10:56:14,ROBBERY,ROBBERY - DETAIL,  PARK  ,False,12,,,duplicate_case_number
JC344419,2022-03-06 00:00:00,BATTERY,BATTERY - DETAIL,PARK,N,23,41.667596741111765,-87.75351392795824,duplicate_case_number
JG337465,2022-09-05 04:38:16,OTHER OFFENSE,OTHER OFFENSE - DETAIL,ALLEY,,18,41.94167985046432,-87.54213735954937,duplicate_case_number
JH303846,2024-05-21 14:08:38,BURGLARY,BURGLARY - DETAIL,"SCHOOL, PUBLIC, BUILDING",,2,41.70317492874843,-87.93704834953441,duplicate_case_number
JC449804,2023-08-12 07:38:13,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,APARTMENT,1,3,41.90226007176802,-87.57331189838926,duplicate_case_number
JE558377,2023-06-30 13:44:39,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,PARK,False,19,42.011320604046816,-87.55392041075928,duplicate_case_number
JD713566,2023-04-24 05:17:36,BATTERY,BATTERY - DETAIL,CTA PLATFORM,0,14,41.868167623078826,-87.85632483933419,duplicate_case_number
JC650663,2021-08-25 00:00:00,THEFT,THEFT - DETAIL,APARTMENT,true,14,,,duplicate_case_number
JE201334,2022-04-03 00:00:00,BATTERY,BATTERY - DETAIL,SIDEWALK,Y,2,,,duplicate_case_number
JD248111,2020-05-27 14:31:59,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,RESTAURANT,,15,41.79853804517057,-87.78074343152433,duplicate_case_number
JH141026,2024-05-31 09:40:04,BURGLARY,BURGLARY - DETAIL,RESIDENCE,False,21,41.76507462045701,-87.75026794940443,duplicate_case_number
JC963089,2024-02-29 18:15:10,BATTERY,BATTERY - DETAIL,GAS STATION,,25,41.69406855508905,-87.61795224406863,duplicate_case_number
JE335837,2023-07-29 02:28:06,BATTERY,BATTERY - DETAIL,PARK,False,5,41.94145506364332,-87.67896487294072,duplicate_case_number
JF563156,2024-01-21 00:00:00,ASSAULT,ASSAULT - DETAIL,  BANK  ,N,8,41.77028298435929,-87.52516634607362,duplicate_case_number
JE407684,2020-03-07 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,"SCHOOL, PUBLIC, BUILDING",N,1A,,,duplicate_case_number
JC422454,2020-10-17 00:00:00,NARCOTICS,NARCOTICS - DETAIL,APARTMENT,false,21,41.80036341067887,-87.59814978679664,duplicate_case_number
JE685009,2020-04-27 00:00:00,ROBBERY,ROBBERY - DETAIL,BANK,false,12,,,duplicate_case_number
JH466281,2021-09-10 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,STREET,Y,10,41.95064309793183,-87.71157181690323,duplicate_case_number
JH420768,2020-08-04 16:27:39,BATTERY,BATTERY - DETAIL,GROCERY/FOOD STORE,True,5,41.79559360656667,-87.77894026758668,duplicate_case_number
JE699780,2023-03-12 23:54:28,BATTERY,BATTERY - DETAIL,RESTAURANT,False,21,41.91491635565549,-87.58977038965676,duplicate_case_number
JF357709,2020-11-12 04:23:40,ROBBERY,ROBBERY - DETAIL,GROCERY/FOOD STORE,1,7,41.90086419337026,-87.54316406229235,duplicate_case_number
JC567777,2022-06-15 11:02:56,THEFT,THEFT - DETAIL,"SCHOOL, PUBLIC, BUILDING",,20,41.941174253702194,-87.52935303621952,duplicate_case_number
JC368070,2020-10-07 23:55:03,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,  RESTAURANT  ,0,2,41.81448834420395,-87.65141007239784,duplicate_case_number
JF400973,2023-07-27 18:57:33,THEFT,THEFT - DETAIL,  GROCERY/FOOD STORE  ,,3,41.94257220114069,-87.5904087543218,duplicate_case_number
JC605571,2022-05-28 00:00:00,THEFT,THEFT - DETAIL,  APARTMENT  ,N,20,,,duplicate_case_number
JC826581,2022-04-09 19:40:22,ROBBERY,ROBBERY - DETAIL,GROCERY/FOOD STORE,False,17,,,duplicate_case_number
JG823607,2023-07-09 16:13:00,ASSAULT,ASSAULT - DETAIL,BANK,,20,41.78179496660513,-87.55206049250168,duplicate_case_number
JG933460,2020-07-15 00:00:00,ASSAULT,ASSAULT - DETAIL,  APARTMENT  ,false,21,41.71282712550629,-87.8344635305613,duplicate_case_number
JF207099,2021-08-30 14:10:52,ROBBERY,ROBBERY - DETAIL,PARKING LOT/GARAGE,False,18,41.94346433872298,-87.60366314010446,duplicate_case_number
JF507763,2024-11-11 07:30:20,NARCOTICS,NARCOTICS - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,5,41.64465074568144,-87.58878340178236,duplicate_case_number
JE345940,2020-11-21 00:00:00,OTHER OFFENSE,OTHER OFFENSE - DETAIL,  GAS STATION  ,N,19,,,duplicate_case_number
JG695989,2020-03-25 14:01:42,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,  GAS STATION  ,False,22,41.83301154053131,-87.82003763144539,duplicate_case_number
JF200575,2024-11-24 00:00:00,THEFT,THEFT - DETAIL,RESIDENCE,false,8,41.65390805477672,-87.86678792091521,duplicate_case_number
JG393223,2021-07-07 00:00:00,ASSAULT,ASSAULT - DETAIL,CTA PLATFORM,Y,15A,41.70947312406193,-87.91076571856111,duplicate_case_number
JC702504,2022-11-19 00:00:00,BATTERY,BATTERY - DETAIL,BANK,false,12,41.77992243977111,-87.87053102878525,duplicate_case_number
JF531177,2020-10-31 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,CTA PLATFORM,false,9,41.90971867865984,-87.66034277655405,duplicate_case_number
JC970286,2022-10-10 00:00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,CTA PLATFORM,N,10,41.9487714557844,-87.72980636131926,duplicate_case_number
JE411919,2023-08-30 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,CTA PLATFORM,true,,41.85734788965273,-87.67364473127891,duplicate_case_number
JD916466,2023-08-12 03:24:19,OTHER OFFENSE,OTHER OFFENSE - DETAIL,STREET,False,12,41.733685161718086,-87.63196715135356,duplicate_case_number
JF185484,2022-01-03 00:00:00,BURGLARY,BURGLARY - DETAIL,GROCERY/FOOD STORE,Y,20,41.83582975441152,-87.70350867064387,duplicate_case_number
JF202486,2020-12-11 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,APARTMENT,false,06,41.90491277003606,-87.53498818050949,duplicate_case_number
JC821710,2024-08-30 00:00:00,THEFT,THEFT - DETAIL,PARK,false,11,41.96041169090015,-87.55668601371264,duplicate_case_number
JH328509,2024-09-18 14:01:29,THEFT,THEFT - DETAIL,"  SCHOOL, PUBLIC, BUILDING  ",False,24,41.94276918967708,-87.9300277740287,duplicate_case_number
JC457695,2024-07-08 00:00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,PARK,true,16,,,duplicate_case_number
JH209423,2023-11-21 23:12:36,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,GAS STATION,False,2,41.87648149082256,-87.78432654896326,duplicate_case_number
JH348401,2020-01-19 00:00:00,BATTERY,BATTERY - DETAIL,SIDEWALK,false,6,,,duplicate_case_number
JF815776,2021-01-18 08:38:08,BATTERY,BATTERY - DETAIL,  RESTAURANT  ,1,7,42.02220768249366,-87.88581207107248,duplicate_case_number
JD599100,2023-11-27 19:17:23,ASSAULT,ASSAULT - DETAIL,RESTAURANT,False,20,41.97042734211516,-87.59132650770712,duplicate_case_number
JF380105,2022-01-16 00:00:00,ROBBERY,ROBBERY - DETAIL,RESIDENCE,N,23,41.982740104305975,-87.55322175272289,duplicate_case_number
JC513184,2020-08-02 11:46:37,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,RESIDENCE,False,20,41.91321326977079,-87.74576209788471,duplicate_case_number
JD964170,2024-04-18 14:06:28,BATTERY,BATTERY - DETAIL,STREET,True,13,41.901961648295206,-87.72534933712257,duplicate_case_number
JF541250,2021-12-25 06:30:25,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,RESTAURANT,False,11,41.84599278681007,-87.65680589824278,duplicate_case_number
JE360696,2020-10-03 20:49:44,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,PARK,1,14,41.84435368817075,-87.6203275830131,duplicate_case_number
JH392270,2022-11-11 23:59:18,ROBBERY,ROBBERY - DETAIL,GROCERY/FOOD STORE,False,3,41.831869405087104,-87.72293121014336,duplicate_case_number
JC200849,2021-06-26 00:00:00,NARCOTICS,NARCOTICS - DETAIL,  GROCERY/FOOD STORE  ,false,,,,duplicate_case_number
JD692523,2024-02-18 00:00:00,THEFT,THEFT - DETAIL,CTA PLATFORM,true,8,41.724685979356906,-87.63019115934489,duplicate_case_number
JG465145,2021-08-31 03:31:35,OTHER OFFENSE,OTHER OFFENSE - DETAIL,ALLEY,0,14,41.72294180384289,-87.5307203084263,duplicate_case_number
JE769900,2021-02-06 06:26:47,BATTERY,BATTERY - DETAIL,APARTMENT,False,24,41.65772637738623,-87.67866474368931,duplicate_case_number
JH679989,2020-06-18 20:14:33,BURGLARY,BURGLARY - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,4,41.80872492575623,-87.685451085763,duplicate_case_number
JC813531,2024-10-09 00:00:00,OTHER OFFENSE,OTHER OFFENSE - DETAIL,  ALLEY  ,false,10,41.65838144109965,-87.69296536173547,duplicate_case_number
JG507661,2024-10-11 07:26:20,WEAPONS VIOLATION,WEAPONS VIOLATION - DETAIL,PARKING LOT/GARAGE,False,2,41.75161970875551,-87.92532090518641,duplicate_case_number
JD107459,2022-01-05 14:42:51,THEFT,THEFT - DETAIL,  RESTAURANT  ,False,7,41.799171652243984,-87.75033369597534,duplicate_case_number
JC413936,2022-01-08 20:29:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,STREET,False,20,41.82477133003526,-87.91140045084884,duplicate_case_number
JF698944,2022-01-26 00:00:00,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,PARKING LOT/GARAGE,N,12A,41.82293654565457,-87.83177770124969,duplicate_case_number
JD453811,2024-06-18 23:55:47,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,RESIDENCE,False,18,41.97573806553598,-87.56942253963544,duplicate_case_number
JC207066,2023-03-04 20:55:21,BATTERY,BATTERY - DETAIL,BANK,,14,41.94377867763996,-87.90941423238426,duplicate_case_number
JF773218,2020-01-23 09:36:03,THEFT,THEFT - DETAIL,ALLEY,False,12,41.85306415310256,-87.5947487360447,duplicate_case_number
JF526856,2023-11-28 00:00:00,BURGLARY,BURGLARY - DETAIL,SIDEWALK,false,25,,,duplicate_case_number
JD382426,2024-11-16 13:07:13,ROBBERY,ROBBERY - DETAIL,STREET,True,9,41.92192880017037,-87.85533564764839,duplicate_case_number
JE134580,2020-06-05 05:21:46,THEFT,THEFT - DETAIL,  CTA PLATFORM  ,,18,42.01719006617216,-87.65006120518152,duplicate_case_number
JD328155,2020-12-03 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,PARKING LOT/GARAGE,false,12,42.01524434623892,-87.79310805841024,duplicate_case_number
JG916501,2023-06-07 21:05:28,THEFT,THEFT - DETAIL,GAS STATION,0,2,41.92774816859945,-87.93270431433425,duplicate_case_number
JE384261,2022-02-08 14:32:18,ASSAULT,ASSAULT - DETAIL,PARK,,15,,,duplicate_case_number
JE435969,2021-07-03 20:56:26,THEFT,THEFT - DETAIL,  SIDEWALK  ,0,2,41.95725763402442,-87.78336866840007,duplicate_case_number
JE352806,2020-12-13 00:54:51,BATTERY,BATTERY - DETAIL,PARKING LOT/GARAGE,False,18,41.65110971398941,-87.85505260424144,duplicate_case_number
JC710862,2020-04-16 00:00:00,BURGLARY,BURGLARY - DETAIL,  RESTAURANT  ,false,12,,,duplicate_case_number
JD579966,2021-10-05 00:02:54,BATTERY,BATTERY - DETAIL,ALLEY,True,8,41.73228435892647,-87.67081234925526,duplicate_case_number
JG948809,2020-01-12 00:00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,  RESIDENCE  ,true,025,41.81247911320906,-87.77797273381269,duplicate_case_number
JH821255,2020-09-22 22:16:05,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,APARTMENT,False,12,,,duplicate_case_number
JD240858,2022-01-26 21:00:04,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,SIDEWALK,True,10,41.80641998051457,-87.7312914914878,duplicate_case_number
JH994463,2020-02-03 00:00:00,THEFT,THEFT - DETAIL,RESTAURANT,N,5,41.78323116435976,-87.8669448184253,duplicate_case_number
JE226835,2023-10-29 10:39:46,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,PARK,1,16,,,duplicate_case_number
JD749877,2020-12-12 22:15:16,THEFT,THEFT - DETAIL,APARTMENT,False,1,41.938064770160565,-87.64760029168711,duplicate_case_number
JD681698,2023-12-03 22:51:16,THEFT,THEFT - DETAIL,GROCERY/FOOD STORE,,12,,,duplicate_case_number
JF500015,2021-01-11 18:04:22,ASSAULT,ASSAULT - DETAIL,ALLEY,1,16,41.95900585395312,-87.54351438166033,duplicate_case_number
JF304019,2021-11-08 20:57:29,BURGLARY,BURGLARY - DETAIL,SIDEWALK,,8,,,duplicate_case_number
JG193626,2024-08-19 00:00:00,ROBBERY,ROBBERY - DETAIL,  BANK  ,N,8,41.67338036071693,-87.70357109423337,duplicate_case_number
JF576084,2024-07-23 09:01:23,BATTERY,BATTERY - DETAIL,STREET,False,2,41.78358935660299,-87.53277379853142,duplicate_case_number
JG158460,2023-04-10 00:00:00,BATTERY,BATTERY - DETAIL,STREET,false,1,41.77852450739086,-87.5318433825262,duplicate_case_number
JH107978,2021-11-18 00:00:00,THEFT,THEFT - DETAIL,  PARKING LOT/GARAGE  ,true,18,41.8582363542993,-87.61880653194261,duplicate_case_number
JC129965,2024-08-04 11:14:37,BURGLARY,BURGLARY - DETAIL,RESTAURANT,False,4,41.869529829587584,-87.9002150667004,duplicate_case_number
JE560199,2021-02-14 06:47:20,BATTERY,BATTERY - DETAIL,GROCERY/FOOD STORE,,15,41.78150556463866,-87.87163480687965,duplicate_case_number
JE177312,2021-11-05 09:45:46,ASSAULT,ASSAULT - DETAIL,BANK,0,10,41.8005917530576,-87.86161236991646,duplicate_case_number
JD887151,2021-04-01 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,  PARK  ,N,10,41.87228873391302,-87.65965391855087,duplicate_case_number
JC936866,2020-10-10 00:00:00,THEFT,THEFT - DETAIL,PARK,false,3,42.02217063923662,-87.5630817152583,duplicate_case_number
JG107715,2021-08-03 21:22:29,THEFT,THEFT - DETAIL,  CTA PLATFORM  ,,20,41.90447139785591,-87.75275743089288,duplicate_case_number
JG687713,2024-04-10 16:07:20,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,GAS STATION,,20,41.6844060431964,-87.77551388379125,duplicate_case_number
JD956543,2022-05-24 02:47:47,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,"SCHOOL, PUBLIC, BUILDING",0,1,41.93181364584749,-87.53676368459614,duplicate_case_number
JD302779,2020-11-17 00:00:00,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,GROCERY/FOOD STORE,false,1,41.77786738300603,-87.73440967079004,duplicate_case_number
JG443814,2023-04-24 00:00:00,BATTERY,BATTERY - DETAIL,BANK,false,9,41.80811236881234,-87.85751265758859,duplicate_case_number
JC184250,2022-07-16 20:42:47,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,"SCHOOL, PUBLIC, BUILDING",0,8,41.949294115613846,-87.58738623890011,duplicate_case_number
JF678925,2022-06-04 13:03:22,ROBBERY,ROBBERY - DETAIL,"  SCHOOL, PUBLIC, BUILDING  ",,,,,duplicate_case_number
JD287886,2023-01-03 02:48:51,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,  PARK  ,1,10,41.99534817963034,-87.58174742325241,duplicate_case_number
JD330382,2021-07-18 00:00:00,BATTERY,BATTERY - DETAIL,APARTMENT,false,9,41.678779704284594,-87.658412350375,duplicate_case_number
JD968286,2022-04-22 01:10:26,THEFT,THEFT - DETAIL,RESIDENCE,1,24,41.98855486655916,-87.78698533109366,duplicate_case_number
JC397074,2022-12-17 00:00:00,BATTERY,BATTERY - DETAIL,APARTMENT,false,24,41.660554801544585,-87.82300318562764,duplicate_case_number
JE883662,2024-05-20 00:00:00,BATTERY,BATTERY - DETAIL,GROCERY/FOOD STORE,N,10,,,duplicate_case_number
JC127096,2024-07-27 00:00:00,WEAPONS VIOLATION,WEAPONS VIOLATION - DETAIL,CTA PLATFORM,true,13,41.95567439888112,-87.9155341174454,duplicate_case_number
JH741030,2024-02-27 14:30:32,THEFT,THEFT - DETAIL,CTA PLATFORM,True,20,41.88188615170617,-87.55749032328596,duplicate_case_number
JE186551,2022-08-02 00:00:00,ASSAULT,ASSAULT - DETAIL,"  SCHOOL, PUBLIC, BUILDING  ",false,12,41.68493765144763,-87.63179093240379,duplicate_case_number
JD858852,2023-09-03 00:00:00,OTHER OFFENSE,OTHER OFFENSE - DETAIL,BANK,false,4,41.85437602500403,-87.8570450864995,duplicate_case_number
JF475733,2022-10-25 08:33:44,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,13,,,duplicate_case_number
JF820719,2020-10-20 00:00:00,THEFT,THEFT - DETAIL,ALLEY,N,8,41.70980551441724,-87.83314640707871,duplicate_case_number
JC834734,2024-12-11 00:00:00,THEFT,THEFT - DETAIL,SIDEWALK,N,14,,,duplicate_case_number
JG181062,2020-12-22 00:00:00,BURGLARY,BURGLARY - DETAIL,RESTAURANT,true,8,41.97968927943579,-87.6858685394642,duplicate_case_number
JG807312,2020-11-30 00:41:14,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,SIDEWALK,False,5,41.83598053582432,-87.80590507203979,duplicate_case_number
JH669855,2020-06-06 08:40:56,BURGLARY,BURGLARY - DETAIL,RESIDENCE,,21,41.74040896507558,-87.90965059358012,duplicate_case_number
JD295516,2020-11-10 22:09:45,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,  RESTAURANT  ,False,11,41.91200231877865,-87.93603218702415,duplicate_case_number
JH943397,2024-12-01 18:01:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,SIDEWALK,0,17,41.90951362021239,-87.62985323083868,duplicate_case_number
JF104534,2021-09-27 00:00:00,BATTERY,BATTERY - DETAIL,APARTMENT,Y,19,41.8731318301996,-87.90269768049774,duplicate_case_number
JC964369,2024-11-23 00:00:00,ROBBERY,ROBBERY - DETAIL,BANK,N,22,42.01411930890126,-87.69110143821246,duplicate_case_number
JD507446,2023-03-07 00:00:00,ASSAULT,ASSAULT - DETAIL,GAS STATION,false,20,41.81379340497504,-87.82156471193846,duplicate_case_number
JF979294,2022-09-20 05:41:59,THEFT,THEFT - DETAIL,RESIDENCE,True,21,41.71471040723259,-87.74665531347017,duplicate_case_number
JC856023,2020-03-03 00:00:00,THEFT,THEFT - DETAIL,BANK,Y,5,41.78927130099035,-87.64947135708366,duplicate_case_number
JF695306,2022-01-17 00:00:00,WEAPONS VIOLATION,WEAPONS VIOLATION - DETAIL,RESIDENCE,true,3,41.67587413974121,-87.5778513034736,duplicate_case_number
JG155786,2023-10-17 15:06:42,BATTERY,BATTERY - DETAIL,GROCERY/FOOD STORE,,7,42.0139264306347,-87.61921748097024,duplicate_case_number
JD861096,2022-11-28 02:20:35,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,CTA PLATFORM,,11,41.90431967223577,-87.52731882272606,duplicate_case_number
JG622480,2021-12-12 23:51:55,ROBBERY,ROBBERY - DETAIL,RESTAURANT,,5,41.94316446857801,-87.71092371976806,duplicate_case_number
JD123105,2024-09-22 00:00:00,BATTERY,BATTERY - DETAIL,GROCERY/FOOD STORE,false,1A,41.91793117312521,-87.7089778470337,duplicate_case_number
JC960624,2023-03-02 00:00:00,NARCOTICS,NARCOTICS - DETAIL,PARK,N,10,41.65416413280118,-87.66910316763827,duplicate_case_number
JE333704,2021-09-02 00:00:00,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,  GROCERY/FOOD STORE  ,false,9,41.71094029598974,-87.70128094563151,duplicate_case_number
JF718902,2020-06-11 21:16:30,BURGLARY,BURGLARY - DETAIL,ALLEY,,10,,,duplicate_case_number
JC819368,2024-06-03 00:00:00,BURGLARY,BURGLARY - DETAIL,GAS STATION,N,20,41.64863467182153,-87.79332822726073,duplicate_case_number
JF562057,2024-10-11 16:23:53,NARCOTICS,NARCOTICS - DETAIL,CTA PLATFORM,,3,,,duplicate_case_number
JH211571,2021-11-19 13:54:15,THEFT,THEFT - DETAIL,  ALLEY  ,False,16,41.70694173275024,-87.7321291463038,duplicate_case_number
